customerID	gender	SeniorCitizen	Partner	Dependents	tenure	PhoneService	MultipleLines	InternetService	OnlineSecurity	OnlineBackup	DeviceProtection	TechSupport	StreamingTV	StreamingMovies	Contract	PaperlessBilling	PaymentMethod	MonthlyCharges	TotalCharges	Churn	probability
6993-YGFJV	Male	No	Yes	No	69	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Bank transfer (automatic)	112.55	7806.5	No	0.105682425819
2712-SYWAY	Female	No	No	No	1	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	Yes	Electronic check	25.7	25.7	No	0.248188843737
0730-BGQGF	Male	No	Yes	Yes	71	Yes	Yes	DSL	Yes	Yes	Yes	Yes	Yes	Yes	Two year	No	Credit card (automatic)	90.3	6287.3	No	0.0138678445737
5498-IBWPI	Female	No	Yes	Yes	66	Yes	No	DSL	No	No	No	Yes	No	No	One year	Yes	Credit card (automatic)	49.4	3251.85	No	0.0821625998991
9101-NTIXF	Male	No	No	No	2	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Mailed check	19.4	50.6	No	0.118146602775
0013-SMEOE	Female	Yes	Yes	No	71	Yes	No	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Bank transfer (automatic)	109.7	7904.25	No	0.0389886116346
9314-QDMDW	Male	No	No	No	11	Yes	No	DSL	No	Yes	No	No	Yes	No	One year	Yes	Electronic check	61.25	729.95	No	0.206461804703
9308-ANMVE	Male	No	No	Yes	47	Yes	No	DSL	Yes	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	55.3	2654.05	No	0.168266168856
2884-GBPFB	Female	No	Yes	No	35	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	70.3	2416.55	Yes	0.582785611701
3757-NJYBX	Male	Yes	Yes	No	32	Yes	Yes	Fiber optic	No	Yes	Yes	No	Yes	Yes	Month-to-month	No	Bank transfer (automatic)	106.35	3520.75	Yes	0.402389590103
3413-DHLPB	Male	No	Yes	Yes	60	Yes	Yes	Fiber optic	No	Yes	No	Yes	Yes	Yes	Month-to-month	Yes	Bank transfer (automatic)	103.75	5969.95	No	0.127941049567
7649-PHJVR	Male	No	No	No	11	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Mailed check	19.5	226.8	No	0.00442445243544
6114-TCFID	Female	No	No	No	29	No	No phone service	DSL	Yes	Yes	No	Yes	No	No	One year	No	Credit card (automatic)	39.5	1082.75	No	0.0665846724513
3787-TRIAL	Male	No	Yes	Yes	21	No	No phone service	DSL	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	26.05	565.75	No	0.235461975387
2573-GYRUU	Male	Yes	Yes	No	48	Yes	Yes	Fiber optic	No	No	Yes	No	No	Yes	Month-to-month	Yes	Credit card (automatic)	91.05	4370.75	No	0.354064642598
5156-UMKOW	Female	No	No	Yes	3	No	No phone service	DSL	No	Yes	No	No	No	No	Month-to-month	No	Mailed check	29.65	90.05	No	0.328487269203
1247-QBVSH	Female	No	Yes	Yes	43	Yes	No	DSL	No	Yes	No	No	No	No	Month-to-month	No	Mailed check	50.2	2169.4	No	0.0840288455551
6734-GMPVK	Male	No	No	No	5	Yes	Yes	Fiber optic	No	Yes	Yes	No	Yes	Yes	Month-to-month	No	Electronic check	105.3	550.6	No	0.526848543198
9822-OAOVB	Female	No	No	No	1	Yes	No	DSL	No	No	No	No	No	Yes	Month-to-month	Yes	Electronic check	55.45	55.45	No	0.66413396055
6161-ERDGD	Male	No	Yes	Yes	71	Yes	Yes	DSL	Yes	No	Yes	Yes	Yes	Yes	One year	No	Electronic check	85.45	6300.85	No	0.141468240761
1226-JZNKR	Female	No	Yes	Yes	8	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Electronic check	19.8	160.05	No	0.0631265700792
7318-EIVKO	Male	No	No	No	8	Yes	Yes	DSL	No	No	No	No	Yes	No	Month-to-month	Yes	Electronic check	59.25	436.6	No	0.334287695108
3771-PZOBW	Male	No	No	No	20	Yes	Yes	Fiber optic	No	No	Yes	No	Yes	No	Month-to-month	Yes	Credit card (automatic)	90.7	1781.35	No	0.337112948885
5136-KCKGI	Female	No	Yes	Yes	33	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	One year	Yes	Mailed check	103.7	3467.0	Yes	0.302953223299
8231-BSWXX	Male	No	No	No	71	Yes	Yes	Fiber optic	No	Yes	No	No	No	No	One year	Yes	Credit card (automatic)	79.05	5552.5	No	0.133878344829
6486-LHTMA	Female	Yes	Yes	No	31	Yes	Yes	Fiber optic	No	No	Yes	No	Yes	No	One year	Yes	Electronic check	90.7	2835.5	No	0.290204739657
4083-BFNYK	Female	Yes	Yes	No	38	Yes	Yes	Fiber optic	Yes	Yes	No	No	No	Yes	One year	No	Credit card (automatic)	95.0	3591.25	No	0.226221023621
3722-WPXTK	Male	No	No	No	1	Yes	No	Fiber optic	No	No	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	88.35	88.35	Yes	0.882578265669
7389-KBFIT	Female	No	Yes	Yes	2	No	No phone service	DSL	No	Yes	No	No	No	No	Month-to-month	Yes	Mailed check	30.25	63.75	No	0.471292349007
7176-WIONM	Female	No	Yes	No	12	No	No phone service	DSL	No	No	Yes	No	Yes	Yes	Month-to-month	Yes	Bank transfer (automatic)	49.85	617.15	No	0.355003565052
5141-ZUVBH	Female	No	No	Yes	9	Yes	No	Fiber optic	Yes	No	Yes	Yes	No	Yes	Month-to-month	No	Bank transfer (automatic)	93.0	870.25	No	0.398242295858
1089-HDMKP	Male	Yes	No	Yes	11	Yes	No	DSL	No	Yes	No	Yes	No	No	Month-to-month	Yes	Electronic check	54.55	601.25	No	0.240262163971
7623-HKYRK	Male	No	No	Yes	6	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Mailed check	19.7	111.65	No	0.0541125009839
0310-SUCIN	Female	No	Yes	No	71	Yes	No	DSL	Yes	Yes	Yes	Yes	Yes	Yes	One year	Yes	Bank transfer (automatic)	84.8	6046.1	No	0.0761177724789
5197-PYEPU	Female	No	Yes	Yes	42	Yes	Yes	Fiber optic	Yes	Yes	No	No	Yes	No	One year	Yes	Credit card (automatic)	94.45	3923.8	No	0.145448742537
2929-ERCFZ	Female	No	Yes	Yes	8	Yes	No	Fiber optic	No	No	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	94.2	777.3	Yes	0.598604998875
7548-SEPYI	Female	No	No	No	5	Yes	No	Fiber optic	No	Yes	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	96.25	512.45	Yes	0.744535277047
8835-VSDSE	Female	No	Yes	No	2	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	70.7	141.45	Yes	0.574981972753
6619-RPLQZ	Female	No	Yes	Yes	45	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	20.85	892.15	No	0.000833333333333
3275-RHRNE	Male	No	Yes	Yes	28	No	No phone service	DSL	No	Yes	Yes	Yes	Yes	Yes	One year	Yes	Credit card (automatic)	60.0	1682.05	No	0.0945606400193
3503-TYDAY	Female	No	Yes	No	43	Yes	Yes	Fiber optic	No	Yes	No	No	No	No	Month-to-month	No	Electronic check	80.45	3398.9	No	0.30107031944
6901-GOGZG	Male	No	No	Yes	60	Yes	Yes	DSL	Yes	No	Yes	Yes	Yes	Yes	Two year	Yes	Electronic check	84.95	4984.85	No	0.0668907267211
1623-NLDOT	Female	No	Yes	No	42	No	No phone service	DSL	No	Yes	No	Yes	No	No	One year	No	Mailed check	33.55	1445.3	Yes	0.0597038892633
7021-XSNYE	Male	No	Yes	Yes	7	No	No phone service	DSL	Yes	No	Yes	Yes	No	Yes	Two year	No	Credit card (automatic)	49.65	305.55	No	0.0577681693501
9621-OUPYD	Female	No	Yes	No	25	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	Yes	Bank transfer (automatic)	20.2	507.9	No	0.0220094761029
9898-KZQDZ	Female	Yes	Yes	Yes	40	Yes	Yes	Fiber optic	No	No	No	No	Yes	Yes	Month-to-month	Yes	Credit card (automatic)	94.55	3640.45	Yes	0.44593478328
8982-NHAVY	Male	No	No	No	27	Yes	Yes	Fiber optic	No	No	Yes	No	Yes	Yes	One year	Yes	Bank transfer (automatic)	100.5	2673.45	No	0.27741645375
4307-KWMXE	Male	No	No	No	10	No	No phone service	DSL	No	Yes	No	Yes	No	No	Month-to-month	No	Electronic check	35.75	389.8	No	0.198149408055
0141-YEAYS	Female	Yes	No	No	27	Yes	Yes	Fiber optic	No	Yes	Yes	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	86.45	2401.05	No	0.421210403368
2450-ZKEED	Female	No	No	No	11	Yes	No	DSL	No	No	Yes	Yes	No	No	One year	No	Bank transfer (automatic)	53.8	651.55	No	0.122410580834
3694-DELSO	Male	No	Yes	Yes	4	No	No phone service	DSL	Yes	No	No	No	Yes	No	Month-to-month	No	Credit card (automatic)	38.55	156.1	No	0.375462676125
3893-JRNFS	Male	No	No	No	68	No	No phone service	DSL	No	No	Yes	No	No	Yes	Month-to-month	Yes	Bank transfer (automatic)	39.9	2796.35	No	0.273987230821
9603-OAIHC	Male	Yes	No	No	1	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	70.05	70.05	No	0.756013859475
1133-KXCGE	Female	No	No	No	18	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Mailed check	20.1	407.05	No	0.00489333111914
5236-PERKL	Female	No	No	No	57	Yes	Yes	Fiber optic	Yes	Yes	Yes	No	Yes	Yes	Two year	Yes	Bank transfer (automatic)	112.95	6465.0	Yes	0.36193413646
0142-GVYSN	Male	No	No	No	26	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	Yes	Electronic check	20.3	511.25	No	0.0550713603312
1049-FYSYG	Female	No	Yes	No	17	No	No phone service	DSL	No	Yes	Yes	No	No	No	Month-to-month	Yes	Credit card (automatic)	35.65	646.05	No	0.286603272118
7854-FOKSF	Male	No	No	No	1	No	No phone service	DSL	No	No	No	No	No	Yes	Month-to-month	No	Electronic check	35.9	35.9	Yes	0.655506634483
2519-FAKOD	Male	No	No	Yes	38	Yes	Yes	Fiber optic	No	No	Yes	No	Yes	Yes	Month-to-month	Yes	Bank transfer (automatic)	99.25	3777.15	Yes	0.375605089885
8406-LNMHF	Male	Yes	Yes	No	59	Yes	No	Fiber optic	Yes	Yes	Yes	No	No	No	One year	Yes	Credit card (automatic)	82.95	4903.15	No	0.0816567707257
1821-BUCWY	Male	No	No	No	30	Yes	No	DSL	Yes	No	Yes	No	No	No	Two year	Yes	Mailed check	55.65	1653.85	No	0.0311546621137
8263-JQAIK	Male	Yes	No	No	2	No	No phone service	DSL	No	No	No	No	No	No	Month-to-month	Yes	Mailed check	24.45	47.5	Yes	0.7352784031
0023-UYUPN	Female	Yes	Yes	No	50	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Electronic check	25.2	1306.3	No	0.0484210707294
8314-DPQHL	Male	No	No	No	9	No	No phone service	DSL	Yes	No	Yes	Yes	No	Yes	One year	No	Mailed check	50.8	463.6	No	0.124843865326
1465-WCZVT	Female	No	Yes	Yes	3	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Mailed check	19.65	60.65	No	0.180806866881
9481-SFCQY	Female	No	No	Yes	14	Yes	No	DSL	No	No	Yes	No	Yes	No	Month-to-month	Yes	Credit card (automatic)	59.8	824.85	No	0.18435969564
6360-SVNWV	Female	Yes	No	No	31	Yes	No	Fiber optic	Yes	No	No	No	No	No	Month-to-month	Yes	Credit card (automatic)	73.55	2094.65	No	0.336838793583
0567-GGCAC	Female	No	No	No	7	Yes	No	DSL	Yes	Yes	Yes	No	No	No	Month-to-month	No	Electronic check	61.4	438.9	No	0.148572437161
7089-IVVAZ	Female	No	No	No	8	Yes	Yes	Fiber optic	Yes	No	No	Yes	Yes	Yes	Month-to-month	Yes	Bank transfer (automatic)	103.35	847.3	Yes	0.605757341749
8884-MRNSU	Male	No	Yes	Yes	17	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Bank transfer (automatic)	19.9	329.75	No	0.0221815081764
2171-UDMFD	Male	No	Yes	Yes	32	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	Yes	Credit card (automatic)	19.45	674.55	No	0.0878454345963
9050-IKDZA	Female	Yes	No	No	2	Yes	No	Fiber optic	No	No	No	No	Yes	No	Month-to-month	No	Mailed check	81.5	162.55	No	0.604052111524
2205-YMZZJ	Male	Yes	No	No	7	Yes	Yes	Fiber optic	No	No	No	No	Yes	No	Month-to-month	Yes	Electronic check	84.8	546.95	Yes	0.777607519622
9802-CAQUT	Female	No	Yes	Yes	72	Yes	Yes	Fiber optic	Yes	Yes	Yes	No	Yes	Yes	Two year	No	Credit card (automatic)	109.55	7887.25	No	0.0336404888827
1254-IZEYF	Female	Yes	No	No	31	Yes	Yes	Fiber optic	No	Yes	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	99.95	3186.65	Yes	0.710359292507
0187-WZNAB	Female	No	Yes	Yes	27	Yes	No	Fiber optic	Yes	No	No	No	No	No	Month-to-month	No	Mailed check	74.4	1972.35	No	0.244152911538
9492-TOKRI	Female	No	No	No	18	Yes	Yes	Fiber optic	No	Yes	No	No	Yes	No	Month-to-month	Yes	Credit card (automatic)	90.0	1527.35	Yes	0.460995563104
1475-VWVDO	Male	No	No	No	7	Yes	No	Fiber optic	No	No	Yes	No	No	No	Month-to-month	Yes	Electronic check	74.9	490.55	No	0.470455688166
9221-OTIVJ	Female	Yes	No	No	14	Yes	Yes	Fiber optic	No	Yes	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	104.85	1531.4	Yes	0.765251475651
1357-MVDOZ	Male	No	Yes	Yes	11	Yes	No	DSL	No	No	Yes	No	Yes	No	Month-to-month	Yes	Bank transfer (automatic)	59.65	683.25	No	0.18363964313
7602-MVRMB	Female	No	Yes	Yes	72	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	Two year	Yes	Bank transfer (automatic)	110.45	8058.85	No	0.055075271954
3325-FUYCG	Male	No	Yes	Yes	28	Yes	Yes	Fiber optic	Yes	Yes	No	No	Yes	Yes	One year	No	Electronic check	106.1	2847.4	Yes	0.347096112827
5908-QMGOE	Male	Yes	No	No	15	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Credit card (automatic)	74.2	1133.9	Yes	0.471742911979
1197-BVMVG	Female	Yes	No	No	4	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	74.45	294.45	No	0.754989452959
5406-KGRMX	Female	No	No	No	71	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Electronic check	24.55	1719.15	No	0.0207713924458
8481-YYXWG	Female	No	No	No	5	Yes	No	Fiber optic	No	Yes	No	Yes	No	Yes	Month-to-month	Yes	Electronic check	89.35	461.7	Yes	0.659794092948
5968-HYJRZ	Male	No	Yes	Yes	47	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	24.55	1160.45	No	0.00207407407407
5198-EFNBM	Male	Yes	Yes	No	57	Yes	No	Fiber optic	No	Yes	Yes	No	Yes	No	One year	Yes	Electronic check	90.65	5199.8	No	0.163063507803
7516-GMHUV	Male	Yes	Yes	No	50	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	Two year	Yes	Credit card (automatic)	105.05	5163.3	No	0.183441860096
7140-ADSMJ	Male	No	No	No	8	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	Yes	Credit card (automatic)	20.45	162.3	No	0.0776387465987
2230-XTUWL	Female	No	Yes	Yes	48	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	19.55	883.35	No	0.00266666666667
7706-YLMQA	Female	No	No	No	70	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Bank transfer (automatic)	19.7	1341.5	No	0.0472427739274
2585-KTFRE	Male	No	No	Yes	1	Yes	No	DSL	Yes	Yes	No	Yes	No	Yes	Month-to-month	Yes	Bank transfer (automatic)	70.45	70.45	No	0.364998531457
7994-UYIVZ	Male	No	Yes	No	8	Yes	Yes	Fiber optic	No	No	No	No	No	Yes	Month-to-month	Yes	Bank transfer (automatic)	85.65	659.45	No	0.615307456904
2609-IAICY	Female	No	No	No	1	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	77.15	77.15	Yes	0.85212577829
1740-CSDJP	Male	No	No	No	1	No	No phone service	DSL	No	No	No	No	No	Yes	Month-to-month	Yes	Bank transfer (automatic)	35.25	35.25	Yes	0.641783302087
7717-BICXI	Male	No	Yes	Yes	60	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	20.55	1205.05	No	0.00377931034483
6559-RAKOZ	Male	No	Yes	Yes	49	Yes	Yes	Fiber optic	No	No	No	Yes	Yes	Yes	One year	Yes	Electronic check	97.95	4917.9	No	0.194128768683
2636-OHFMN	Male	No	Yes	No	4	No	No phone service	DSL	No	Yes	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	48.55	201.0	Yes	0.538332744827
4716-MRVEN	Female	No	No	No	29	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Mailed check	20.0	599.3	No	0.00489333111914
2143-LJULT	Female	No	Yes	No	67	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	Yes	Credit card (automatic)	25.25	1733.15	No	0.00140606060606
1323-OOEPC	Female	No	Yes	No	53	Yes	Yes	Fiber optic	No	Yes	No	No	Yes	Yes	Month-to-month	Yes	Credit card (automatic)	98.4	5149.5	Yes	0.313149416032
3200-MNQTF	Male	No	Yes	No	67	Yes	Yes	DSL	Yes	Yes	Yes	Yes	No	No	Two year	No	Credit card (automatic)	70.9	4677.1	No	0.00664328009156
6164-HXUGH	Female	No	Yes	Yes	6	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Mailed check	19.85	119.3	No	0.134132339022
5630-IXDXV	Female	No	No	No	47	Yes	Yes	Fiber optic	No	Yes	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	106.35	4849.1	No	0.463117926278
0320-DWVTU	Female	No	No	No	53	Yes	No	Fiber optic	Yes	Yes	Yes	Yes	No	Yes	Two year	No	Mailed check	99.5	5424.25	No	0.0675650451073
9135-MGVPY	Male	No	Yes	No	69	Yes	No	DSL	Yes	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Mailed check	84.7	5878.9	No	0.0014039408867
1212-GLHMD	Male	No	No	No	3	Yes	No	Fiber optic	Yes	No	No	No	No	Yes	Month-to-month	Yes	Mailed check	86.05	244.85	No	0.406880224934
7878-JGDKK	Male	No	No	No	4	Yes	No	DSL	No	No	No	No	No	No	Month-to-month	No	Mailed check	44.55	220.75	No	0.313920612054
1088-AUUZZ	Male	No	Yes	Yes	56	Yes	Yes	DSL	Yes	Yes	No	Yes	No	Yes	Two year	Yes	Credit card (automatic)	75.85	4261.2	No	0.0130942612943
0397-GZBBC	Male	Yes	Yes	No	59	Yes	Yes	Fiber optic	No	No	No	No	Yes	Yes	Month-to-month	Yes	Bank transfer (automatic)	93.85	5574.75	Yes	0.379495045436
6614-YWYSC	Male	Yes	Yes	No	61	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Bank transfer (automatic)	25.0	1501.75	No	0.00623593073593
9588-OZDMQ	Female	No	Yes	No	2	Yes	No	DSL	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	45.0	89.75	No	0.51289329337
7641-EUYET	Male	Yes	Yes	Yes	46	Yes	Yes	Fiber optic	Yes	Yes	Yes	No	Yes	No	Month-to-month	Yes	Electronic check	100.7	4541.2	Yes	0.331528623084
6476-EPYZR	Male	No	Yes	Yes	12	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Mailed check	20.5	255.5	No	0.0696337535901
9921-ZVRHG	Female	No	No	No	14	Yes	Yes	Fiber optic	No	No	Yes	No	No	No	Month-to-month	Yes	Electronic check	80.45	1072.0	Yes	0.721260556472
1174-FGIFN	Female	No	Yes	Yes	28	Yes	Yes	Fiber optic	No	No	No	Yes	No	Yes	One year	Yes	Electronic check	90.45	2509.25	No	0.2782840108
6620-HVDUJ	Male	No	No	No	24	Yes	No	DSL	Yes	Yes	No	Yes	No	No	Month-to-month	No	Bank transfer (automatic)	60.45	1440.75	No	0.0959199473157
4701-MLJPN	Male	No	No	No	31	Yes	No	DSL	No	No	Yes	Yes	No	No	Month-to-month	Yes	Electronic check	55.25	1715.65	Yes	0.214897866604
1032-MAELW	Female	No	Yes	Yes	68	Yes	Yes	DSL	Yes	Yes	Yes	Yes	No	Yes	One year	Yes	Electronic check	78.45	5333.35	No	0.0699497826399
7641-TQFHN	Male	No	No	Yes	39	Yes	Yes	Fiber optic	No	No	No	Yes	Yes	Yes	Two year	No	Mailed check	100.55	3895.35	No	0.175877457763
1552-TKMXS	Female	No	Yes	No	42	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Credit card (automatic)	20.35	869.9	No	0.0590089739474
9206-GVPEQ	Male	No	Yes	No	13	No	No phone service	DSL	Yes	No	No	Yes	Yes	Yes	Month-to-month	Yes	Electronic check	54.45	706.85	Yes	0.384766012963
8622-ZLFKO	Female	No	Yes	No	6	Yes	Yes	Fiber optic	No	Yes	No	No	No	Yes	Month-to-month	Yes	Electronic check	90.75	512.25	No	0.791864495345
1596-BBVTG	Male	No	No	No	35	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Credit card (automatic)	75.35	2636.05	Yes	0.351557629313
6188-UXBBR	Female	No	Yes	No	38	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	Yes	Credit card (automatic)	20.25	814.75	No	0.0082216813162
2333-KWEWW	Male	No	No	No	18	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Credit card (automatic)	20.05	388.6	No	0.000526315789474
5702-SKUOB	Female	No	Yes	No	4	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Mailed check	19.6	93.45	No	0.147117374708
1134-YWTYF	Male	No	Yes	No	27	Yes	No	DSL	No	Yes	No	Yes	No	No	Month-to-month	Yes	Electronic check	53.8	1389.85	No	0.131703686366
6061-GWWAV	Male	No	No	Yes	41	Yes	No	DSL	Yes	Yes	Yes	No	Yes	No	One year	No	Mailed check	70.2	2894.55	No	0.0627754989148
0679-TDGAK	Male	No	Yes	Yes	50	Yes	No	DSL	Yes	No	No	Yes	Yes	Yes	One year	No	Electronic check	75.5	4025.6	No	0.0864598411961
6585-WCEWR	Male	No	Yes	Yes	72	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Electronic check	20.35	1354.4	No	0.0135235505045
9067-YGSCA	Female	No	No	No	70	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Credit card (automatic)	26.05	1856.4	No	0.0557648878397
9067-SQTNS	Male	No	Yes	Yes	44	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Bank transfer (automatic)	20.6	926.0	No	0.00793305728088
8433-WXGNA	Male	No	No	No	2	Yes	No	Fiber optic	Yes	No	No	No	No	No	Month-to-month	Yes	Electronic check	75.7	189.2	Yes	0.508067554946
1776-SPBWV	Female	No	Yes	Yes	34	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	Yes	Bank transfer (automatic)	20.1	682.1	No	0.010785375771
8735-SDUFN	Female	Yes	Yes	No	72	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Bank transfer (automatic)	24.3	1778.7	No	0.0057380952381
9668-PUGNU	Male	No	Yes	No	71	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	Yes	Electronic check	24.5	1816.2	No	0.0355832222036
9405-GPBBG	Female	No	No	No	64	Yes	Yes	Fiber optic	No	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Credit card (automatic)	110.5	7069.25	No	0.069595294724
